step,epoch,loss,lr,grad_norm,elapsed_s
2,0.027777777777777776,4.153844356536865,2e-06,8.983352661132812,14.01
4,0.05555555555555555,3.976308584213257,6e-06,9.35626220703125,16.09
6,0.08333333333333333,3.9571423530578613,9.999999999999999e-06,9.557080268859863,18.24
8,0.1111111111111111,3.782318353652954,1.4e-05,10.629250526428223,20.37
10,0.1388888888888889,3.3389182090759277,1.8e-05,11.562135696411133,22.5
12,0.16666666666666666,2.955518960952759,2.2e-05,12.434033393859863,24.62
14,0.19444444444444445,2.3269309997558594,2.6000000000000002e-05,12.276604652404785,26.78
16,0.2222222222222222,1.7692222595214844,3e-05,11.542850494384766,28.87
18,0.25,1.2408359050750732,2.9534883720930234e-05,7.605555534362793,30.96
20,0.2777777777777778,1.0094999074935913,2.9069767441860463e-05,5.407520771026611,43.85
22,0.3055555555555556,0.8026556968688965,2.86046511627907e-05,5.239136695861816,45.92
24,0.3333333333333333,0.8469258546829224,2.813953488372093e-05,4.948520660400391,48.13
26,0.3611111111111111,0.7401199340820312,2.7674418604651162e-05,4.682676315307617,50.33
28,0.3888888888888889,0.6698682904243469,2.7209302325581395e-05,4.436757564544678,52.52
30,0.4166666666666667,0.6907241344451904,2.674418604651163e-05,4.638711452484131,54.62
32,0.4444444444444444,0.6439481377601624,2.627906976744186e-05,4.406739711761475,56.8
34,0.4722222222222222,0.6370687484741211,2.5813953488372094e-05,4.599353790283203,58.82
36,0.5,0.5418009161949158,2.5348837209302324e-05,3.9172964096069336,60.92
38,0.5277777777777778,0.726504921913147,2.488372093023256e-05,4.531147003173828,74.45
40,0.5555555555555556,0.6274673938751221,2.441860465116279e-05,4.625032901763916,76.52
42,0.5833333333333334,0.7468620538711548,2.3953488372093023e-05,4.687266826629639,78.54
44,0.6111111111111112,0.6078936457633972,2.3488372093023256e-05,4.32233190536499,80.69
46,0.6388888888888888,0.48044583201408386,2.302325581395349e-05,3.4902713298797607,82.75
48,0.6666666666666666,0.49200114607810974,2.2558139534883722e-05,3.785273551940918,84.75
50,0.6944444444444444,0.7168562412261963,2.2093023255813955e-05,4.191804885864258,86.8
52,0.7222222222222222,0.6263171434402466,2.1627906976744184e-05,3.7418062686920166,88.91
54,0.75,0.601854681968689,2.116279069767442e-05,4.585878372192383,90.92
56,0.7777777777777778,0.5364620089530945,2.069767441860465e-05,3.3899545669555664,103.99
58,0.8055555555555556,0.5623517036437988,2.0232558139534883e-05,3.8792612552642822,106.02
60,0.8333333333333334,0.4368624687194824,1.9767441860465116e-05,3.7371113300323486,108.06
62,0.8611111111111112,0.43024277687072754,1.930232558139535e-05,3.4632041454315186,110.12
64,0.8888888888888888,0.4844936728477478,1.8837209302325582e-05,3.717162847518921,112.12
66,0.9166666666666666,0.5862700939178467,1.8372093023255815e-05,3.8855299949645996,114.16
68,0.9444444444444444,0.5391179323196411,1.7906976744186045e-05,3.6986289024353027,116.22
70,0.9722222222222222,0.4402201175689697,1.744186046511628e-05,3.853625774383545,118.21
72,1.0,0.4263020157814026,1.697674418604651e-05,6.05755615234375,119.64
74,1.0277777777777777,0.47492629289627075,1.6511627906976744e-05,3.867840051651001,133.04
76,1.0555555555555556,0.39776188135147095,1.6046511627906977e-05,3.308950901031494,135.06
78,1.0833333333333333,0.4749389588832855,1.558139534883721e-05,3.3498716354370117,137.12
80,1.1111111111111112,0.5181262493133545,1.5116279069767443e-05,3.6883318424224854,139.16
82,1.1388888888888888,0.4907078444957733,1.4651162790697674e-05,3.779308319091797,141.24
84,1.1666666666666667,0.446075439453125,1.4186046511627907e-05,3.7069787979125977,143.27
86,1.1944444444444444,0.4280048608779907,1.3720930232558139e-05,3.5756919384002686,145.32
88,1.2222222222222223,0.5428314208984375,1.3255813953488373e-05,3.9612982273101807,147.36
90,1.25,0.5649374127388,1.2790697674418605e-05,4.029476642608643,149.4
92,1.2777777777777777,0.31305360794067383,1.2325581395348838e-05,3.055979013442993,162.5
94,1.3055555555555556,0.36285173892974854,1.1860465116279069e-05,3.548271894454956,164.54
96,1.3333333333333333,0.5101431012153625,1.1395348837209304e-05,3.7482094764709473,166.63
98,1.3611111111111112,0.4147259294986725,1.0930232558139535e-05,3.323377847671509,168.63
100,1.3888888888888888,0.43229126930236816,1.0465116279069768e-05,3.6506896018981934,170.66
102,1.4166666666666667,0.4505905508995056,9.999999999999999e-06,3.445587158203125,172.72
104,1.4444444444444444,0.42028284072875977,9.534883720930234e-06,3.804610013961792,174.74
106,1.4722222222222223,0.44764429330825806,9.069767441860465e-06,3.7854726314544678,176.85
108,1.5,0.5035410523414612,8.604651162790698e-06,3.608673095703125,178.89
110,1.5277777777777777,0.4654543995857239,8.13953488372093e-06,3.395468235015869,191.96
112,1.5555555555555556,0.4955832064151764,7.674418604651164e-06,3.9871792793273926,194.03
