step,epoch,loss,lr,grad_norm,elapsed_s
2,0.027777777777777776,4.0454816818237305,1.3333333333333334e-06,23.220218658447266,25.75
4,0.05555555555555555,3.822437047958374,4.000000000000001e-06,24.099206924438477,30.28
6,0.08333333333333333,3.7884178161621094,6.666666666666667e-06,25.32697296142578,34.77
8,0.1111111111111111,3.6924262046813965,9.333333333333334e-06,25.291263580322266,39.45
10,0.1388888888888889,3.233248472213745,1.2e-05,27.587303161621094,44.04
12,0.16666666666666666,3.010072708129883,1.4666666666666666e-05,27.75251579284668,48.72
14,0.19444444444444445,2.5979161262512207,1.7333333333333336e-05,27.069664001464844,53.32
16,0.2222222222222222,2.25309419631958,2e-05,23.787540435791016,57.94
18,0.25,1.921607494354248,1.9689922480620155e-05,19.994125366210938,62.48
20,0.2777777777777778,1.5892903804779053,1.937984496124031e-05,16.377544403076172,86.83
22,0.3055555555555556,1.4517542123794556,1.9069767441860468e-05,15.493400573730469,91.43
24,0.3333333333333333,1.2841789722442627,1.875968992248062e-05,13.115865707397461,95.98
26,0.3611111111111111,1.047638177871704,1.8449612403100777e-05,10.40864086151123,100.83
28,0.3888888888888889,0.8825162649154663,1.813953488372093e-05,9.106429100036621,105.64
30,0.4166666666666667,0.8815501928329468,1.7829457364341087e-05,9.32088565826416,110.32
32,0.4444444444444444,0.6836496591567993,1.7519379844961243e-05,7.449627876281738,115.05
34,0.4722222222222222,0.7588552832603455,1.7209302325581396e-05,9.295286178588867,119.73
36,0.5,0.6219394207000732,1.689922480620155e-05,7.593699932098389,124.41
38,0.5277777777777778,0.7625875473022461,1.6589147286821706e-05,7.836259365081787,149.06
40,0.5555555555555556,0.6685730814933777,1.6279069767441862e-05,7.998392581939697,153.6
42,0.5833333333333334,0.748908519744873,1.5968992248062015e-05,7.985374450683594,158.22
44,0.6111111111111112,0.726872444152832,1.5658914728682172e-05,9.451099395751953,162.79
46,0.6388888888888888,0.5239052772521973,1.5348837209302328e-05,7.549743175506592,167.39
48,0.6666666666666666,0.5143759250640869,1.5038759689922481e-05,7.773026943206787,171.93
50,0.6944444444444444,0.6431674957275391,1.4728682170542636e-05,7.565209865570068,176.6
52,0.7222222222222222,0.6167552471160889,1.441860465116279e-05,6.899831295013428,181.24
54,0.75,0.5696916580200195,1.4108527131782947e-05,7.992924690246582,185.88
56,0.7777777777777778,0.5748620629310608,1.3798449612403102e-05,7.494219779968262,211.33
58,0.8055555555555556,0.5447580814361572,1.3488372093023257e-05,8.799969673156738,216.07
60,0.8333333333333334,0.4229995012283325,1.3178294573643412e-05,6.351894855499268,220.69
62,0.8611111111111112,0.45610111951828003,1.2868217054263568e-05,7.113337516784668,225.24
64,0.8888888888888888,0.5284774899482727,1.2558139534883723e-05,7.171700477600098,229.84
66,0.9166666666666666,0.5334653854370117,1.2248062015503876e-05,8.110451698303223,234.6
68,0.9444444444444444,0.47690320014953613,1.193798449612403e-05,6.779266834259033,239.32
70,0.9722222222222222,0.4708714485168457,1.1627906976744187e-05,6.36568021774292,244.03
72,1.0,0.4904237687587738,1.1317829457364342e-05,12.464008331298828,247.11
74,1.0277777777777777,0.42357343435287476,1.1007751937984497e-05,6.642104148864746,272.98
76,1.0555555555555556,0.42662546038627625,1.0697674418604651e-05,6.988880634307861,277.56
78,1.0833333333333333,0.3833726942539215,1.0387596899224808e-05,4.74745512008667,282.1
80,1.1111111111111112,0.44283485412597656,1.0077519379844963e-05,6.68733549118042,286.85
82,1.1388888888888888,0.3922117054462433,9.767441860465117e-06,5.803725242614746,291.5
84,1.1666666666666667,0.4009021818637848,9.457364341085272e-06,6.06398868560791,296.15
86,1.1944444444444444,0.3921436667442322,9.147286821705427e-06,6.081803798675537,300.71
88,1.2222222222222223,0.5516095161437988,8.837209302325582e-06,6.887375354766846,305.37
90,1.25,0.48950397968292236,8.527131782945736e-06,6.304135799407959,310.09
92,1.2777777777777777,0.28192418813705444,8.217054263565893e-06,6.102611541748047,335.64
94,1.3055555555555556,0.3224489390850067,7.906976744186048e-06,6.173359394073486,340.16
96,1.3333333333333333,0.46835100650787354,7.596899224806202e-06,6.136596202850342,344.82
98,1.3611111111111112,0.40814995765686035,7.286821705426357e-06,5.588603496551514,349.37
100,1.3888888888888888,0.4056820273399353,6.976744186046513e-06,7.216797828674316,353.86
102,1.4166666666666667,0.4026598632335663,6.666666666666667e-06,6.019979476928711,358.5
104,1.4444444444444444,0.3574099540710449,6.356589147286822e-06,6.009548187255859,363.18
106,1.4722222222222223,0.45290473103523254,6.046511627906977e-06,6.620124816894531,367.8
108,1.5,0.45532143115997314,5.736434108527133e-06,6.028872966766357,372.4
110,1.5277777777777777,0.45834583044052124,5.4263565891472865e-06,5.986783504486084,397.04
112,1.5555555555555556,0.46714073419570923,5.116279069767442e-06,7.920227527618408,401.62
114,1.5833333333333335,0.44320428371429443,4.806201550387598e-06,7.02909517288208,406.3
116,1.6111111111111112,0.4586579203605652,4.4961240310077525e-06,5.810485363006592,410.87
118,1.6388888888888888,0.485363245010376,4.186046511627907e-06,6.185837268829346,415.35
120,1.6666666666666665,0.4539639353752136,3.875968992248063e-06,6.121193885803223,420.02
122,1.6944444444444444,0.32704704999923706,3.5658914728682177e-06,5.102865695953369,424.72
124,1.7222222222222223,0.39692026376724243,3.2558139534883724e-06,6.515383720397949,429.44
126,1.75,0.3827618360519409,2.9457364341085276e-06,5.601994514465332,433.99
128,1.7777777777777777,0.36040353775024414,2.635658914728683e-06,4.81107234954834,458.83
130,1.8055555555555556,0.4112771153450012,2.3255813953488376e-06,5.860146522521973,463.45
132,1.8333333333333335,0.39942091703414917,2.0155038759689923e-06,5.8422346115112305,468.08
134,1.8611111111111112,0.3577359914779663,1.7054263565891473e-06,6.4144287109375,472.9
136,1.8888888888888888,0.37757784128189087,1.3953488372093025e-06,6.386336326599121,477.59
138,1.9166666666666665,0.4055311381816864,1.0852713178294575e-06,5.733839988708496,482.2
140,1.9444444444444444,0.3883872926235199,7.751937984496125e-07,6.0647687911987305,486.8
142,1.9722222222222223,0.4018223285675049,4.651162790697675e-07,6.217056751251221,491.47
144,2.0,0.26917579770088196,1.5503875968992249e-07,6.7520670890808105,494.49
