step,epoch,loss,lr,grad_norm,elapsed_s
2,0.016,4.218575954437256,1.2000000000000002e-06,8.561944961547852,23.61
4,0.032,4.0218353271484375,3.6e-06,9.413714408874512,25.55
6,0.048,4.082679748535156,6e-06,8.920167922973633,27.51
8,0.064,3.8919968605041504,8.400000000000001e-06,9.715766906738281,29.49
10,0.08,3.787515640258789,1.08e-05,9.902398109436035,31.45
12,0.096,3.476980209350586,1.32e-05,11.141129493713379,33.35
14,0.112,3.1943435668945312,1.56e-05,11.24239730834961,35.23
16,0.128,2.776991367340088,1.8e-05,12.528021812438965,37.15
18,0.144,2.3993823528289795,2.04e-05,12.58804702758789,39.07
20,0.16,1.9185441732406616,2.2800000000000002e-05,10.98458480834961,41.09
22,0.176,1.4257819652557373,2.52e-05,8.226981163024902,43.05
24,0.192,1.2406115531921387,2.7600000000000003e-05,5.985301971435547,45.03
26,0.208,1.0861001014709473,3e-05,5.270578861236572,46.93
28,0.224,0.9332861304283142,2.9733333333333336e-05,4.9644551277160645,48.87
30,0.24,1.0545783042907715,2.9466666666666667e-05,5.767335891723633,50.83
32,0.256,0.8496338725090027,2.92e-05,5.01276159286499,73.39
34,0.272,0.9118818044662476,2.8933333333333333e-05,4.973886489868164,75.36
36,0.288,0.8185226321220398,2.8666666666666668e-05,4.570737838745117,77.3
38,0.304,0.7955082058906555,2.84e-05,4.1071600914001465,79.27
40,0.32,0.7616780996322632,2.8133333333333334e-05,5.160367488861084,81.33
42,0.336,0.6327977776527405,2.7866666666666665e-05,3.9706003665924072,83.3
44,0.352,0.7021281719207764,2.7600000000000003e-05,4.546422004699707,85.26
46,0.368,0.651263952255249,2.7333333333333335e-05,4.514297008514404,87.33
48,0.384,0.7355870008468628,2.706666666666667e-05,4.501042366027832,89.35
50,0.4,0.7957291603088379,2.68e-05,4.483036994934082,91.55
52,0.416,0.8019449710845947,2.6533333333333336e-05,4.962475776672363,93.63
54,0.432,0.7038440704345703,2.6266666666666667e-05,4.408453464508057,95.72
56,0.448,0.8114175200462341,2.6000000000000002e-05,4.2287678718566895,97.69
58,0.464,0.7836442589759827,2.5733333333333333e-05,4.25507116317749,99.61
60,0.48,0.6985813975334167,2.5466666666666668e-05,4.621464729309082,101.63
62,0.496,0.695984959602356,2.52e-05,4.497241020202637,103.55
64,0.512,0.6822851896286011,2.4933333333333334e-05,4.3031206130981445,127.53
66,0.528,0.6071359515190125,2.4666666666666665e-05,4.301314830780029,129.86
68,0.544,0.6042320728302002,2.44e-05,4.100612163543701,132.14
70,0.56,0.707470178604126,2.413333333333333e-05,4.306824684143066,134.13
72,0.576,0.7683799266815186,2.3866666666666666e-05,4.102713584899902,136.04
74,0.592,0.6376675367355347,2.3599999999999998e-05,3.8890373706817627,137.93
76,0.608,0.6743899583816528,2.3333333333333336e-05,4.20849084854126,139.9
78,0.624,0.6794182062149048,2.3066666666666667e-05,4.210384845733643,141.87
80,0.64,0.5764408111572266,2.2800000000000002e-05,4.096944808959961,143.75
82,0.656,0.6621800661087036,2.2533333333333333e-05,4.315582275390625,145.64
84,0.672,0.6106163263320923,2.2266666666666668e-05,4.460788249969482,147.51
86,0.688,0.6370212435722351,2.2e-05,4.237922668457031,149.52
88,0.704,0.5960332155227661,2.1733333333333334e-05,3.7521324157714844,151.44
90,0.72,0.6344672441482544,2.1466666666666666e-05,3.9544808864593506,153.32
92,0.736,0.569640040397644,2.12e-05,3.505995035171509,155.25
94,0.752,0.5965451002120972,2.0933333333333335e-05,3.819005250930786,178.27
96,0.768,0.6483237743377686,2.0666666666666666e-05,4.099977970123291,180.17
98,0.784,0.6592805981636047,2.04e-05,3.8150923252105713,182.09
100,0.8,0.700150728225708,2.0133333333333333e-05,4.242454528808594,183.99
102,0.816,0.6863206624984741,1.9866666666666667e-05,3.879962921142578,185.91
104,0.832,0.5723021030426025,1.96e-05,3.9872725009918213,187.79
106,0.848,0.5777100324630737,1.9333333333333333e-05,4.398314952850342,189.73
108,0.864,0.6044070720672607,1.9066666666666668e-05,3.692364454269409,191.65
110,0.88,0.5506100654602051,1.8800000000000003e-05,4.025660514831543,193.61
112,0.896,0.5575870275497437,1.8533333333333334e-05,3.9153213500976562,195.52
114,0.912,0.5994833111763,1.826666666666667e-05,4.28780460357666,197.39
116,0.928,0.5385042428970337,1.8e-05,3.656550884246826,199.31
118,0.944,0.5721389651298523,1.7733333333333335e-05,3.8974201679229736,201.2
120,0.96,0.6140820384025574,1.7466666666666667e-05,3.8139002323150635,203.13
122,0.976,0.5999726057052612,1.72e-05,3.8445589542388916,205.11
124,0.992,0.5402265787124634,1.6933333333333333e-05,4.048517227172852,207.04
126,1.008,0.6041730642318726,1.6666666666666667e-05,3.9323678016662598,230.46
128,1.024,0.5348716974258423,1.64e-05,3.5832149982452393,232.44
130,1.04,0.529169499874115,1.6133333333333334e-05,3.8972318172454834,234.43
132,1.056,0.48733583092689514,1.5866666666666665e-05,3.750220537185669,236.38
134,1.072,0.5158060193061829,1.56e-05,3.77443528175354,238.35
136,1.088,0.5067583322525024,1.533333333333333e-05,3.708085060119629,240.34
138,1.104,0.5132421851158142,1.5066666666666668e-05,3.6829183101654053,242.29
140,1.12,0.613978385925293,1.48e-05,4.5579609870910645,244.25
142,1.1360000000000001,0.43516016006469727,1.4533333333333334e-05,3.395983934402466,246.26
144,1.152,0.49664509296417236,1.4266666666666667e-05,3.6709625720977783,248.27
146,1.168,0.46999096870422363,1.4e-05,3.5110881328582764,250.31
148,1.184,0.5518110394477844,1.3733333333333335e-05,4.0670366287231445,252.29
150,1.2,0.512794017791748,1.3466666666666668e-05,3.5814871788024902,254.34
152,1.216,0.5332709550857544,1.32e-05,3.5856666564941406,256.28
154,1.232,0.4630875885486603,1.2933333333333334e-05,3.3069286346435547,258.25
156,1.248,0.47459137439727783,1.2666666666666667e-05,3.955296277999878,282.42
158,1.264,0.6666558980941772,1.24e-05,4.094593048095703,284.37
160,1.28,0.4810156226158142,1.2133333333333333e-05,3.4749655723571777,286.33
162,1.296,0.48444515466690063,1.1866666666666666e-05,3.21114444732666,288.29
164,1.312,0.4989120364189148,1.16e-05,3.2688913345336914,290.22
166,1.328,0.5939607620239258,1.1333333333333334e-05,4.222433567047119,292.2
168,1.3439999999999999,0.40765202045440674,1.1066666666666667e-05,3.4205820560455322,294.25
170,1.3599999999999999,0.5598978996276855,1.08e-05,4.183605194091797,296.33
172,1.376,0.502802312374115,1.0533333333333333e-05,3.4894602298736572,298.32
174,1.392,0.6227118372917175,1.0266666666666666e-05,4.046549320220947,300.35
176,1.408,0.5217456221580505,9.999999999999999e-06,3.7538938522338867,302.3
178,1.424,0.5811444520950317,9.733333333333332e-06,3.9814178943634033,304.36
180,1.44,0.4498574435710907,9.466666666666667e-06,3.2641348838806152,306.35
182,1.456,0.6097609996795654,9.2e-06,4.003425121307373,308.39
184,1.472,0.49215570092201233,8.933333333333333e-06,3.684804916381836,310.36
186,1.488,0.4811173379421234,8.666666666666666e-06,3.170337438583374,312.31
188,1.504,0.47900164127349854,8.400000000000001e-06,3.53808856010437,335.61
190,1.52,0.48940181732177734,8.133333333333334e-06,3.548056125640869,337.64
192,1.536,0.4332141578197479,7.866666666666667e-06,3.5450949668884277,339.58
194,1.552,0.44454067945480347,7.600000000000001e-06,3.386253595352173,341.53
196,1.568,0.4895055890083313,7.333333333333333e-06,3.6604013442993164,343.5
198,1.584,0.4802548885345459,7.066666666666666e-06,3.7678472995758057,345.58
200,1.6,0.4736195206642151,6.8e-06,4.059901714324951,347.62
202,1.616,0.5323777794837952,6.533333333333333e-06,4.120596408843994,349.65
204,1.6320000000000001,0.4944470226764679,6.266666666666667e-06,3.9251956939697266,351.73
206,1.6480000000000001,0.47055479884147644,6e-06,3.6536662578582764,353.75
208,1.6640000000000001,0.4550153613090515,5.733333333333334e-06,3.3760170936584473,355.73
210,1.6800000000000002,0.44224023818969727,5.466666666666667e-06,3.1075048446655273,357.71
212,1.696,0.4872688055038452,5.2e-06,3.7857418060302734,359.71
214,1.712,0.47274062037467957,4.933333333333333e-06,3.511904001235962,361.67
216,1.728,0.4393738806247711,4.666666666666667e-06,3.534752607345581,363.7
218,1.744,0.46387192606925964,4.4e-06,3.118104934692383,387.33
220,1.76,0.41258224844932556,4.133333333333333e-06,3.438681125640869,389.37
222,1.776,0.5632458925247192,3.866666666666666e-06,3.95149827003479,391.35
224,1.792,0.5404722690582275,3.6e-06,4.008515357971191,393.26
226,1.808,0.4689059853553772,3.3333333333333333e-06,3.4330835342407227,395.18
228,1.8239999999999998,0.42981356382369995,3.066666666666667e-06,3.5094945430755615,397.14
230,1.8399999999999999,0.43286392092704773,2.8000000000000003e-06,3.3862478733062744,399.12
232,1.8559999999999999,0.5596802234649658,2.5333333333333334e-06,3.8712430000305176,401.03
234,1.8719999999999999,0.4968535900115967,2.266666666666667e-06,3.6653072834014893,402.93
236,1.888,0.42044734954833984,2e-06,3.1253812313079834,404.95
238,1.904,0.4546114206314087,1.7333333333333334e-06,3.843228578567505,406.89
240,1.92,0.4972041845321655,1.4666666666666669e-06,3.2335548400878906,408.95
242,1.936,0.47353851795196533,1.2000000000000002e-06,3.4566094875335693,411.03
244,1.952,0.4966745972633362,9.333333333333333e-07,3.6273555755615234,413.1
246,1.968,0.5727946758270264,6.666666666666667e-07,3.9085280895233154,415.16
248,1.984,0.48210039734840393,4.0000000000000003e-07,3.512194871902466,417.11
250,2.0,0.5353365540504456,1.3333333333333334e-07,3.827603816986084,440.53
