step,epoch,loss,lr,grad_norm,elapsed_s
2,0.08,4.132887840270996,6e-06,11.01443099975586,13.36
4,0.16,3.8099708557128906,1.8e-05,11.680878639221191,15.16
6,0.24,3.424888849258423,3e-05,12.103313446044922,16.85
8,0.32,2.64176607131958,2.8666666666666668e-05,13.29025936126709,29.63
10,0.4,1.916651964187622,2.7333333333333335e-05,13.273394584655762,31.36
12,0.48,1.2939794063568115,2.6000000000000002e-05,10.091865539550781,33.08
14,0.56,0.9119292497634888,2.4666666666666665e-05,7.576162338256836,45.26
16,0.64,0.7367348670959473,2.3333333333333336e-05,4.308549404144287,47.0
18,0.72,0.6140246391296387,2.2e-05,3.779148578643799,48.73
20,0.8,0.6693871021270752,2.0666666666666666e-05,4.338899612426758,60.97
22,0.88,0.5937460660934448,1.9333333333333333e-05,4.499419212341309,62.73
24,0.96,0.6995571851730347,1.8e-05,4.298194408416748,64.41
26,1.04,0.37250104546546936,1.6666666666666667e-05,3.07011342048645,76.56
28,1.12,0.4112500548362732,1.533333333333333e-05,2.8461990356445312,78.32
30,1.2,0.29724887013435364,1.4e-05,3.0283238887786865,80.01
32,1.28,0.3965475559234619,1.2666666666666667e-05,3.1777095794677734,92.2
34,1.3599999999999999,0.40352219343185425,1.1333333333333334e-05,3.1861119270324707,93.91
36,1.44,0.29196375608444214,9.999999999999999e-06,2.98408579826355,95.63
38,1.52,0.3484734892845154,8.666666666666666e-06,2.528937578201294,107.82
40,1.6,0.4594135880470276,7.333333333333333e-06,3.394066333770752,109.57
42,1.6800000000000002,0.2843896746635437,6e-06,2.3608686923980713,111.32
44,1.76,0.39130699634552,4.666666666666667e-06,3.368901252746582,123.57
46,1.8399999999999999,0.41280287504196167,3.3333333333333333e-06,2.878852367401123,125.3
48,1.92,0.333060085773468,2e-06,2.664710283279419,126.98
50,2.0,0.38918882608413696,6.666666666666667e-07,3.5367069244384766,139.03
